transaction_id,transaction_date,merchant,payment_gateway,payment_method,amount,status,failure_reason,gateway_fee,settlement_amount,settlement_date,reconciliation_status
685,2026-03-11,StyleKart,Stripe,UPI,3465.12,SUCCESS,,46.81,3418.31,2026-03-12,RECONCILED
686,2026-02-21,FoodHub,Razorpay,NetBanking,922.4,PENDING,Invalid credentials,12.01,0,,NOT_APPLICABLE
687,2026-02-28,StyleKart,Cashfree,Card,11430.75,SUCCESS,,152.22,11278.53,2026-03-01,RECONCILED
688,2026-03-31,QuickMart,PayU,Wallet,5912.56,SUCCESS,,37.09,5875.47,2026-04-02,RECONCILED
689,2026-01-18,TravelNow,Cashfree,Wallet,631.9,SUCCESS,,6.84,625.06,2026-01-20,RECONCILED
690,2026-03-10,FoodHub,Razorpay,UPI,14477.81,SUCCESS,,146.07,14331.74,2026-03-11,RECONCILED
691,2026-02-21,FoodHub,Stripe,Card,1860.99,SUCCESS,,29.99,1831.0,2026-02-21,RECONCILED
692,2026-01-19,FoodHub,Razorpay,Card,7384.53,SUCCESS,,114.6,7269.93,2026-01-19,UNRECONCILED
693,2026-02-09,MediPlus,Cashfree,UPI,12329.01,SUCCESS,,212.89,12116.12,2026-02-09,RECONCILED
694,2026-03-20,StyleKart,Stripe,NetBanking,3386.53,SUCCESS,,58.16,3328.37,2026-03-22,RECONCILED
695,2026-01-16,MediPlus,Cashfree,NetBanking,14640.21,SUCCESS,,256.88,14383.33,2026-01-16,RECONCILED
696,2026-01-23,TravelNow,Cashfree,Wallet,5099.01,SUCCESS,,38.35,5060.66,2026-01-24,RECONCILED
697,2026-02-01,FoodHub,Razorpay,Wallet,13892.57,SUCCESS,,231.52,13661.05,2026-02-01,RECONCILED
698,2026-01-01,QuickMart,PayU,Wallet,207.64,FAILED,Technical error,3.2,0,,NOT_APPLICABLE
699,2026-01-27,FoodHub,Stripe,Wallet,2232.01,SUCCESS,,19.17,2212.84,2026-01-27,RECONCILED
700,2026-03-18,QuickMart,Razorpay,NetBanking,2782.01,SUCCESS,,28.43,2753.58,2026-03-18,RECONCILED
701,2026-01-16,StyleKart,PayU,Card,14800.39,PENDING,Bank timeout,177.06,0,,NOT_APPLICABLE
702,2026-01-07,FoodHub,Stripe,Wallet,2986.41,SUCCESS,,22.83,2963.58,2026-01-09,RECONCILED
703,2026-03-24,FoodHub,PayU,NetBanking,5526.48,SUCCESS,,78.76,5447.72,2026-03-25,RECONCILED
704,2026-03-10,MediPlus,Stripe,UPI,2720.73,SUCCESS,,16.5,2704.23,2026-03-10,RECONCILED
705,2026-03-16,QuickMart,PayU,Card,4956.99,SUCCESS,,82.71,4874.28,2026-03-17,RECONCILED
706,2026-02-22,TravelNow,Cashfree,UPI,13061.31,SUCCESS,,157.58,12903.73,2026-02-23,RECONCILED
707,2026-01-19,StyleKart,Cashfree,Wallet,3320.86,SUCCESS,,35.21,3285.65,2026-01-20,RECONCILED
708,2026-02-04,QuickMart,Razorpay,NetBanking,3112.94,SUCCESS,,21.94,3091.0,2026-02-05,RECONCILED
709,2026-02-13,FoodHub,Cashfree,Card,3375.82,SUCCESS,,46.15,3329.67,2026-02-15,RECONCILED
710,2026-02-22,TravelNow,Cashfree,Wallet,12868.91,SUCCESS,,225.91,12643.0,2026-02-23,UNRECONCILED
711,2026-02-01,FoodHub,Cashfree,Card,3792.69,SUCCESS,,70.95,3721.74,2026-02-01,RECONCILED
712,2026-01-06,FoodHub,Razorpay,Wallet,14869.98,SUCCESS,,192.82,14677.16,2026-01-07,RECONCILED
713,2026-02-27,QuickMart,Razorpay,Wallet,7479.75,SUCCESS,,143.98,7335.77,2026-02-27,RECONCILED
714,2026-03-24,FoodHub,PayU,Card,14984.38,SUCCESS,,233.0,14751.38,2026-03-26,RECONCILED
715,2026-02-28,FoodHub,Stripe,Card,7010.03,SUCCESS,,118.1,6891.93,2026-03-01,RECONCILED
716,2026-03-22,MediPlus,PayU,UPI,1153.41,FAILED,Invalid credentials,10.9,0,,NOT_APPLICABLE
717,2026-03-11,StyleKart,Razorpay,NetBanking,8670.92,SUCCESS,,139.05,8531.87,2026-03-11,RECONCILED
718,2026-01-07,FoodHub,Razorpay,NetBanking,1753.4,SUCCESS,,18.4,1735.0,2026-01-09,RECONCILED
719,2026-03-13,MediPlus,PayU,Card,10669.12,SUCCESS,,139.71,10529.41,2026-03-15,RECONCILED
720,2026-03-31,TravelNow,Cashfree,NetBanking,3225.93,SUCCESS,,33.2,3192.73,2026-04-01,RECONCILED
721,2026-02-05,MediPlus,Stripe,Wallet,911.45,SUCCESS,,11.41,900.04,2026-02-05,RECONCILED
722,2026-03-28,QuickMart,Stripe,NetBanking,12398.15,FAILED,Insufficient funds,210.75,0,,NOT_APPLICABLE
723,2026-02-28,StyleKart,Cashfree,NetBanking,1400.9,SUCCESS,,27.14,1373.76,2026-02-28,RECONCILED
724,2026-01-15,QuickMart,Cashfree,UPI,10486.52,SUCCESS,,98.55,10387.97,2026-01-17,RECONCILED
725,2026-03-02,QuickMart,Razorpay,NetBanking,5265.83,SUCCESS,,41.26,5224.57,2026-03-02,RECONCILED
726,2026-03-08,MediPlus,PayU,NetBanking,9705.61,SUCCESS,,119.3,9586.31,2026-03-10,RECONCILED
727,2026-02-26,StyleKart,PayU,Card,6924.31,SUCCESS,,116.6,6807.71,2026-02-26,RECONCILED
728,2026-01-07,QuickMart,Cashfree,Card,2310.24,SUCCESS,,36.22,2274.02,2026-01-08,RECONCILED
729,2026-03-30,TravelNow,Cashfree,Card,13580.2,SUCCESS,,91.72,13488.48,2026-03-31,RECONCILED
730,2026-02-03,MediPlus,Razorpay,NetBanking,5608.11,SUCCESS,,110.31,5497.8,2026-02-03,RECONCILED
731,2026-01-21,StyleKart,Razorpay,Wallet,8051.28,SUCCESS,,152.7,7898.58,2026-01-21,RECONCILED
732,2026-01-20,MediPlus,PayU,NetBanking,163.99,SUCCESS,,1.99,162.0,2026-01-21,RECONCILED
733,2026-03-27,FoodHub,Stripe,NetBanking,2291.54,SUCCESS,,35.15,2256.39,2026-03-29,RECONCILED
734,2026-01-18,FoodHub,Razorpay,Wallet,10202.32,SUCCESS,,145.51,10056.81,2026-01-18,RECONCILED
735,2026-02-11,TravelNow,Cashfree,NetBanking,920.0,SUCCESS,,7.3,912.7,2026-02-11,RECONCILED
736,2026-03-28,FoodHub,Stripe,Card,10106.21,SUCCESS,,124.88,9981.33,2026-03-30,RECONCILED
737,2026-03-27,StyleKart,Stripe,NetBanking,5479.87,SUCCESS,,59.14,5420.73,2026-03-27,RECONCILED
738,2026-02-09,TravelNow,Razorpay,Card,14665.1,FAILED,Technical error,233.44,0,,NOT_APPLICABLE
739,2026-02-26,QuickMart,Stripe,Wallet,4400.65,SUCCESS,,31.22,4369.43,2026-02-28,RECONCILED
740,2026-01-27,TravelNow,PayU,UPI,4618.14,PENDING,Limit exceeded,87.73,0,,NOT_APPLICABLE
741,2026-01-12,QuickMart,PayU,Wallet,198.62,SUCCESS,,1.51,197.11,2026-01-13,RECONCILED
742,2026-01-26,StyleKart,Stripe,UPI,2871.5,SUCCESS,,49.8,2821.7,2026-01-27,RECONCILED
743,2026-03-05,TravelNow,Razorpay,UPI,8433.29,SUCCESS,,61.65,8371.64,2026-03-06,RECONCILED
744,2026-01-16,FoodHub,Stripe,Card,9841.81,FAILED,Bank timeout,121.82,0,,NOT_APPLICABLE
745,2026-01-16,StyleKart,Razorpay,NetBanking,11494.3,SUCCESS,,157.66,11336.64,2026-01-18,RECONCILED
746,2026-03-22,FoodHub,Razorpay,NetBanking,10320.1,PENDING,Limit exceeded,130.94,0,,NOT_APPLICABLE
747,2026-02-03,FoodHub,PayU,Wallet,2526.42,SUCCESS,,45.92,2480.5,2026-02-03,RECONCILED
748,2026-02-04,FoodHub,PayU,UPI,5481.34,SUCCESS,,51.24,5430.1,2026-02-06,RECONCILED
749,2026-03-07,StyleKart,Razorpay,Card,2987.84,SUCCESS,,39.31,2948.53,2026-03-08,RECONCILED
750,2026-02-04,StyleKart,Razorpay,NetBanking,10313.11,SUCCESS,,178.93,10134.18,2026-02-04,RECONCILED
751,2026-02-17,QuickMart,Cashfree,UPI,11704.24,SUCCESS,,96.77,11607.47,2026-02-19,RECONCILED
752,2026-03-13,FoodHub,Razorpay,Wallet,9240.08,FAILED,Insufficient funds,110.03,0,,NOT_APPLICABLE
753,2026-01-17,MediPlus,PayU,NetBanking,13858.81,SUCCESS,,98.19,13760.62,2026-01-18,RECONCILED
754,2026-03-08,QuickMart,PayU,UPI,11477.48,SUCCESS,,185.56,11291.92,2026-03-08,RECONCILED
755,2026-03-30,TravelNow,Cashfree,UPI,3475.96,SUCCESS,,39.53,3436.43,2026-03-30,RECONCILED
756,2026-02-25,StyleKart,Razorpay,Wallet,733.5,SUCCESS,,4.98,728.52,2026-02-26,RECONCILED
757,2026-03-27,StyleKart,Razorpay,Card,253.06,SUCCESS,,3.5,249.56,2026-03-27,RECONCILED
758,2026-01-04,MediPlus,PayU,NetBanking,1452.61,FAILED,Limit exceeded,14.94,0,,NOT_APPLICABLE
759,2026-01-31,MediPlus,Razorpay,Card,7623.15,SUCCESS,,119.97,7503.18,2026-02-01,RECONCILED
760,2026-01-01,FoodHub,Cashfree,Wallet,14606.34,SUCCESS,,153.32,14453.02,2026-01-03,RECONCILED
761,2026-01-24,FoodHub,Stripe,Card,12537.66,PENDING,Technical error,159.4,0,,NOT_APPLICABLE
762,2026-02-10,FoodHub,Cashfree,Wallet,1941.87,SUCCESS,,31.91,1909.96,2026-02-12,RECONCILED
763,2026-01-11,TravelNow,PayU,Wallet,4988.92,SUCCESS,,69.87,4919.05,2026-01-12,RECONCILED
764,2026-01-29,StyleKart,Stripe,Card,8353.35,SUCCESS,,149.12,8204.23,2026-01-30,RECONCILED
765,2026-01-23,FoodHub,Razorpay,Wallet,290.51,SUCCESS,,3.36,287.15,2026-01-25,RECONCILED
766,2026-01-19,MediPlus,Razorpay,Card,5982.69,SUCCESS,,35.72,5946.97,2026-01-19,RECONCILED
767,2026-02-21,MediPlus,Stripe,NetBanking,1929.16,FAILED,Limit exceeded,31.78,0,,NOT_APPLICABLE
768,2026-02-04,TravelNow,Stripe,NetBanking,11368.91,SUCCESS,,137.99,11230.92,2026-02-06,RECONCILED
769,2026-03-07,QuickMart,Razorpay,UPI,4255.47,SUCCESS,,37.28,4218.19,2026-03-08,RECONCILED
770,2026-01-04,StyleKart,Razorpay,Wallet,1584.09,SUCCESS,,24.03,1560.06,2026-01-04,RECONCILED
771,2026-01-20,TravelNow,Razorpay,Wallet,4611.01,SUCCESS,,77.88,4533.13,2026-01-20,RECONCILED
772,2026-03-04,StyleKart,Razorpay,UPI,7621.44,SUCCESS,,151.37,7470.07,2026-03-04,RECONCILED
773,2026-02-18,QuickMart,Cashfree,NetBanking,6694.09,SUCCESS,,122.3,6571.79,2026-02-18,RECONCILED
774,2026-02-09,TravelNow,Razorpay,Wallet,10764.28,SUCCESS,,160.4,10603.88,2026-02-11,RECONCILED
775,2026-03-02,MediPlus,Razorpay,Wallet,8477.61,SUCCESS,,75.88,8401.73,2026-03-04,RECONCILED
776,2026-03-28,QuickMart,PayU,UPI,5356.18,PENDING,Insufficient funds,29.04,0,,NOT_APPLICABLE
777,2026-02-16,StyleKart,Razorpay,NetBanking,5298.26,SUCCESS,,56.74,5241.52,2026-02-17,RECONCILED
778,2026-02-22,FoodHub,Cashfree,Card,5333.91,SUCCESS,,78.52,5255.39,2026-02-24,RECONCILED
779,2026-02-09,TravelNow,PayU,UPI,1805.62,SUCCESS,,21.51,1784.11,2026-02-10,RECONCILED
780,2026-02-04,FoodHub,Razorpay,NetBanking,403.99,SUCCESS,,4.31,399.68,2026-02-05,RECONCILED
781,2026-03-04,MediPlus,PayU,Wallet,1590.84,SUCCESS,,19.95,1570.89,2026-03-06,RECONCILED
782,2026-02-08,StyleKart,Stripe,UPI,5513.68,SUCCESS,,97.07,5416.61,2026-02-10,RECONCILED
783,2026-01-07,StyleKart,Cashfree,UPI,4530.07,SUCCESS,,71.42,4458.65,2026-01-09,RECONCILED
784,2026-02-04,StyleKart,Stripe,Wallet,1102.32,SUCCESS,,8.98,1093.34,2026-02-04,RECONCILED
785,2026-03-06,TravelNow,PayU,Card,12081.49,SUCCESS,,135.49,11946.0,2026-03-07,RECONCILED
786,2026-03-27,TravelNow,Razorpay,Card,11475.29,SUCCESS,,156.67,11318.62,2026-03-27,RECONCILED
787,2026-02-04,QuickMart,Stripe,UPI,14063.73,SUCCESS,,180.49,13883.24,2026-02-05,RECONCILED
788,2026-01-20,TravelNow,Stripe,Wallet,11221.86,SUCCESS,,109.75,11112.11,2026-01-20,RECONCILED
789,2026-02-04,FoodHub,PayU,Card,12373.29,SUCCESS,,137.19,12236.1,2026-02-04,RECONCILED
790,2026-02-01,StyleKart,Stripe,Wallet,11975.97,SUCCESS,,135.69,11840.28,2026-02-01,RECONCILED
791,2026-01-18,TravelNow,PayU,Card,534.21,SUCCESS,,7.83,526.38,2026-01-18,RECONCILED
792,2026-01-03,StyleKart,PayU,NetBanking,924.38,FAILED,Technical error,16.65,0,,NOT_APPLICABLE
793,2026-03-27,FoodHub,Cashfree,Card,9895.72,SUCCESS,,66.09,9829.63,2026-03-29,RECONCILED
794,2026-03-08,StyleKart,PayU,Wallet,9996.84,SUCCESS,,182.63,9814.21,2026-03-08,RECONCILED
795,2026-02-12,StyleKart,Cashfree,Wallet,12501.78,SUCCESS,,103.39,12398.39,2026-02-12,RECONCILED
796,2026-02-26,StyleKart,Razorpay,Wallet,6184.8,FAILED,Insufficient funds,80.42,0,,NOT_APPLICABLE
797,2026-03-11,StyleKart,PayU,Card,6414.34,SUCCESS,,67.0,6347.34,2026-03-13,RECONCILED
798,2026-01-03,StyleKart,Razorpay,UPI,9716.42,FAILED,Bank timeout,149.25,0,,NOT_APPLICABLE
799,2026-03-12,TravelNow,PayU,UPI,5831.88,SUCCESS,,75.95,5755.93,2026-03-12,RECONCILED
800,2026-01-02,QuickMart,PayU,NetBanking,13655.86,SUCCESS,,86.77,13569.09,2026-01-02,RECONCILED
801,2026-02-26,TravelNow,Stripe,UPI,9507.16,FAILED,Insufficient funds,86.62,0,,NOT_APPLICABLE
802,2026-03-02,QuickMart,PayU,Wallet,11080.44,FAILED,Insufficient funds,201.13,0,,NOT_APPLICABLE
803,2026-03-31,QuickMart,Stripe,NetBanking,3988.45,SUCCESS,,47.06,3941.39,2026-03-31,RECONCILED
804,2026-03-22,FoodHub,Razorpay,Wallet,6706.73,SUCCESS,,53.66,6653.07,2026-03-23,RECONCILED
805,2026-01-15,QuickMart,Cashfree,Wallet,2451.55,SUCCESS,,41.41,2410.14,2026-01-16,RECONCILED
806,2026-02-03,TravelNow,PayU,NetBanking,2684.84,SUCCESS,,21.42,2663.42,2026-02-04,RECONCILED
807,2026-02-18,MediPlus,Cashfree,UPI,14176.88,FAILED,Limit exceeded,272.5,0,,NOT_APPLICABLE
808,2026-03-22,MediPlus,Stripe,Card,3507.74,SUCCESS,,31.31,3476.43,2026-03-22,RECONCILED
809,2026-02-24,MediPlus,PayU,Card,9045.85,SUCCESS,,173.76,8872.09,2026-02-24,UNRECONCILED
810,2026-02-25,QuickMart,Stripe,UPI,11623.05,FAILED,Bank timeout,97.25,0,,NOT_APPLICABLE
811,2026-02-04,StyleKart,Cashfree,Wallet,4390.63,SUCCESS,,78.35,4312.28,2026-02-06,RECONCILED
812,2026-03-28,TravelNow,Cashfree,UPI,2921.51,SUCCESS,,27.32,2894.19,2026-03-29,RECONCILED
813,2026-02-01,TravelNow,Stripe,UPI,5607.6,SUCCESS,,28.91,5578.69,2026-02-01,RECONCILED
814,2026-03-29,StyleKart,Stripe,NetBanking,3262.04,SUCCESS,,19.88,3242.16,2026-03-31,RECONCILED
815,2026-01-31,TravelNow,Razorpay,UPI,7116.89,SUCCESS,,62.66,7054.23,2026-02-02,RECONCILED
816,2026-03-27,TravelNow,Razorpay,Card,5626.43,PENDING,Limit exceeded,50.1,0,,NOT_APPLICABLE
817,2026-02-13,QuickMart,PayU,Wallet,13180.66,SUCCESS,,93.94,13086.72,2026-02-13,RECONCILED
818,2026-03-05,MediPlus,PayU,Wallet,13088.03,FAILED,Invalid credentials,120.98,0,,NOT_APPLICABLE
819,2026-02-03,QuickMart,Cashfree,NetBanking,7802.89,SUCCESS,,125.26,7677.63,2026-02-04,RECONCILED
820,2026-03-13,FoodHub,Stripe,UPI,12810.2,SUCCESS,,100.35,12709.85,2026-03-13,RECONCILED
821,2026-03-02,StyleKart,Stripe,UPI,3977.34,SUCCESS,,79.26,3898.08,2026-03-03,RECONCILED
822,2026-03-13,QuickMart,Cashfree,UPI,7329.47,SUCCESS,,75.08,7254.39,2026-03-13,RECONCILED
823,2026-01-22,QuickMart,Cashfree,UPI,11274.06,FAILED,Limit exceeded,145.33,0,,NOT_APPLICABLE
824,2026-02-23,FoodHub,Stripe,UPI,13814.16,SUCCESS,,252.94,13561.22,2026-02-23,RECONCILED
825,2026-02-20,TravelNow,Razorpay,NetBanking,5666.02,FAILED,Insufficient funds,41.4,0,,NOT_APPLICABLE
826,2026-03-26,TravelNow,PayU,UPI,7249.84,SUCCESS,,72.07,7177.77,2026-03-26,RECONCILED
827,2026-02-11,StyleKart,Cashfree,Card,14216.53,PENDING,Invalid credentials,255.18,0,,NOT_APPLICABLE
828,2026-01-08,TravelNow,Stripe,UPI,11182.62,SUCCESS,,122.82,11059.8,2026-01-08,RECONCILED
829,2026-01-12,StyleKart,Stripe,Wallet,405.63,SUCCESS,,3.76,401.87,2026-01-14,RECONCILED
830,2026-03-04,MediPlus,PayU,Card,12036.4,SUCCESS,,125.01,11911.39,2026-03-04,RECONCILED
831,2026-01-26,FoodHub,Stripe,NetBanking,7395.38,FAILED,Technical error,99.44,0,,NOT_APPLICABLE
832,2026-02-24,TravelNow,Stripe,Wallet,12183.82,SUCCESS,,77.91,12105.91,2026-02-26,RECONCILED
833,2026-03-28,StyleKart,Cashfree,Wallet,3441.03,SUCCESS,,44.42,3396.61,2026-03-30,RECONCILED
834,2026-03-01,StyleKart,Stripe,NetBanking,6616.6,FAILED,Bank timeout,47.83,0,,NOT_APPLICABLE
835,2026-02-01,TravelNow,Razorpay,UPI,7894.07,SUCCESS,,148.09,7745.98,2026-02-03,RECONCILED
836,2026-02-22,FoodHub,PayU,NetBanking,1507.82,SUCCESS,,13.3,1494.52,2026-02-22,RECONCILED
837,2026-01-15,StyleKart,Cashfree,Wallet,11133.69,SUCCESS,,63.23,11070.46,2026-01-16,RECONCILED
838,2026-02-10,FoodHub,Stripe,NetBanking,8849.4,SUCCESS,,89.56,8759.84,2026-02-10,RECONCILED
839,2026-03-19,TravelNow,Stripe,UPI,3963.83,SUCCESS,,20.17,3943.66,2026-03-19,UNRECONCILED
840,2026-02-28,StyleKart,Stripe,NetBanking,10407.91,FAILED,Limit exceeded,148.6,0,,NOT_APPLICABLE
841,2026-03-30,FoodHub,Stripe,NetBanking,10139.67,SUCCESS,,64.03,10075.64,2026-03-30,UNRECONCILED
842,2026-01-03,TravelNow,Razorpay,Card,10470.88,SUCCESS,,127.92,10342.96,2026-01-03,RECONCILED
843,2026-03-22,FoodHub,Razorpay,NetBanking,12887.02,SUCCESS,,213.23,12673.79,2026-03-22,RECONCILED
844,2026-01-15,QuickMart,Stripe,Wallet,2574.97,SUCCESS,,31.09,2543.88,2026-01-16,RECONCILED
845,2026-02-07,TravelNow,Razorpay,NetBanking,8584.51,FAILED,Technical error,43.94,0,,NOT_APPLICABLE
846,2026-03-05,MediPlus,PayU,UPI,11082.47,SUCCESS,,136.45,10946.02,2026-03-06,RECONCILED
847,2026-03-28,MediPlus,Cashfree,UPI,13585.59,FAILED,Technical error,175.59,0,,NOT_APPLICABLE
848,2026-02-10,StyleKart,Stripe,Wallet,8343.51,SUCCESS,,56.35,8287.16,2026-02-12,RECONCILED
849,2026-02-27,QuickMart,PayU,Card,10492.97,SUCCESS,,126.32,10366.65,2026-02-28,RECONCILED
850,2026-03-17,TravelNow,Stripe,Card,13645.15,SUCCESS,,248.99,13396.16,2026-03-19,RECONCILED
851,2026-03-28,FoodHub,Stripe,Card,9822.25,SUCCESS,,140.73,9681.52,2026-03-29,RECONCILED
852,2026-03-27,TravelNow,Cashfree,Wallet,7295.06,SUCCESS,,47.52,7247.54,2026-03-28,RECONCILED
853,2026-02-08,QuickMart,Razorpay,NetBanking,3597.31,SUCCESS,,65.52,3531.79,2026-02-09,RECONCILED
854,2026-03-06,TravelNow,Stripe,UPI,576.35,SUCCESS,,8.22,568.13,2026-03-06,RECONCILED
855,2026-02-03,MediPlus,Razorpay,NetBanking,14905.58,SUCCESS,,274.93,14630.65,2026-02-05,RECONCILED
856,2026-03-27,MediPlus,Stripe,Wallet,1651.72,SUCCESS,,32.11,1619.61,2026-03-27,RECONCILED
857,2026-03-20,QuickMart,Razorpay,UPI,11754.13,FAILED,Insufficient funds,88.22,0,,NOT_APPLICABLE
858,2026-02-16,StyleKart,Stripe,Wallet,2439.78,SUCCESS,,39.01,2400.77,2026-02-16,RECONCILED
859,2026-02-12,TravelNow,Cashfree,Wallet,12305.5,SUCCESS,,240.51,12064.99,2026-02-12,RECONCILED
860,2026-02-13,QuickMart,PayU,NetBanking,4372.7,SUCCESS,,68.77,4303.93,2026-02-14,RECONCILED
861,2026-01-20,TravelNow,Cashfree,Card,11322.77,SUCCESS,,192.79,11129.98,2026-01-21,RECONCILED
862,2026-03-08,MediPlus,Razorpay,Wallet,11939.65,SUCCESS,,85.77,11853.88,2026-03-08,RECONCILED
863,2026-01-09,QuickMart,Cashfree,Wallet,1363.2,SUCCESS,,8.07,1355.13,2026-01-09,RECONCILED
864,2026-03-15,StyleKart,PayU,Wallet,961.37,SUCCESS,,10.6,950.77,2026-03-17,RECONCILED
865,2026-02-10,MediPlus,PayU,Card,13647.54,SUCCESS,,211.6,13435.94,2026-02-11,RECONCILED
866,2026-03-21,MediPlus,PayU,Wallet,11846.29,SUCCESS,,197.02,11649.27,2026-03-22,RECONCILED
867,2026-02-12,MediPlus,Cashfree,NetBanking,5910.9,SUCCESS,,48.5,5862.4,2026-02-14,RECONCILED
868,2026-02-13,MediPlus,Razorpay,NetBanking,11379.99,SUCCESS,,98.1,11281.89,2026-02-14,RECONCILED
869,2026-01-15,TravelNow,PayU,NetBanking,11006.59,FAILED,Insufficient funds,75.47,0,,NOT_APPLICABLE
870,2026-02-08,MediPlus,PayU,Card,8629.29,SUCCESS,,147.4,8481.89,2026-02-10,RECONCILED
871,2026-03-18,MediPlus,Cashfree,Wallet,3584.18,SUCCESS,,45.86,3538.32,2026-03-18,RECONCILED
872,2026-03-16,FoodHub,Stripe,UPI,2969.07,SUCCESS,,21.37,2947.7,2026-03-17,RECONCILED
873,2026-01-12,MediPlus,Stripe,Card,1026.69,FAILED,Invalid credentials,12.0,0,,NOT_APPLICABLE
874,2026-02-21,TravelNow,Stripe,NetBanking,8864.77,SUCCESS,,122.02,8742.75,2026-02-23,RECONCILED
875,2026-03-30,TravelNow,Stripe,Card,13972.43,SUCCESS,,100.12,13872.31,2026-03-30,RECONCILED
876,2026-01-17,MediPlus,Razorpay,Card,14523.67,SUCCESS,,171.84,14351.83,2026-01-17,RECONCILED
877,2026-02-17,MediPlus,Stripe,UPI,13833.29,SUCCESS,,94.25,13739.04,2026-02-19,RECONCILED
878,2026-01-20,QuickMart,PayU,NetBanking,1854.36,SUCCESS,,17.45,1836.91,2026-01-20,RECONCILED
879,2026-03-17,FoodHub,PayU,NetBanking,6384.18,FAILED,Technical error,52.57,0,,NOT_APPLICABLE
880,2026-01-16,StyleKart,Razorpay,Wallet,8258.31,SUCCESS,,100.9,8157.41,2026-01-17,RECONCILED
881,2026-02-18,TravelNow,Cashfree,Card,7180.89,SUCCESS,,90.27,7090.62,2026-02-19,RECONCILED
882,2026-01-20,FoodHub,Stripe,Wallet,13008.55,SUCCESS,,110.47,12898.08,2026-01-21,RECONCILED
883,2026-03-27,StyleKart,Razorpay,Card,13361.64,SUCCESS,,208.55,13153.09,2026-03-29,RECONCILED
884,2026-03-13,FoodHub,Razorpay,Card,9712.88,SUCCESS,,187.73,9525.15,2026-03-15,RECONCILED
885,2026-03-14,FoodHub,Razorpay,UPI,7874.13,SUCCESS,,117.12,7757.01,2026-03-16,RECONCILED
886,2026-02-05,MediPlus,Stripe,UPI,11822.68,SUCCESS,,202.21,11620.47,2026-02-07,RECONCILED
887,2026-01-06,MediPlus,PayU,Wallet,7422.95,FAILED,Insufficient funds,57.21,0,,NOT_APPLICABLE
888,2026-02-10,FoodHub,Razorpay,Card,5791.96,SUCCESS,,53.75,5738.21,2026-02-10,RECONCILED
889,2026-01-20,FoodHub,Cashfree,UPI,4671.23,SUCCESS,,66.41,4604.82,2026-01-21,RECONCILED
890,2026-02-08,QuickMart,Stripe,NetBanking,5910.1,SUCCESS,,52.42,5857.68,2026-02-08,RECONCILED
891,2026-03-18,TravelNow,Stripe,UPI,8831.83,SUCCESS,,79.83,8752.0,2026-03-19,RECONCILED
892,2026-01-09,QuickMart,Cashfree,UPI,7314.16,SUCCESS,,66.1,7248.06,2026-01-11,RECONCILED
893,2026-03-13,QuickMart,Stripe,Wallet,9808.11,SUCCESS,,61.39,9746.72,2026-03-15,RECONCILED
894,2026-02-17,FoodHub,Cashfree,Wallet,8152.55,SUCCESS,,158.32,7994.23,2026-02-19,RECONCILED
895,2026-03-01,StyleKart,Cashfree,UPI,14420.61,SUCCESS,,85.12,14335.49,2026-03-02,RECONCILED
896,2026-03-29,FoodHub,Cashfree,NetBanking,5764.29,SUCCESS,,32.75,5731.54,2026-03-31,RECONCILED
897,2026-02-08,StyleKart,Cashfree,NetBanking,1436.76,SUCCESS,,26.11,1410.65,2026-02-08,RECONCILED
898,2026-03-29,TravelNow,Stripe,NetBanking,14186.59,SUCCESS,,123.27,14063.32,2026-03-30,RECONCILED
899,2026-03-18,FoodHub,Cashfree,UPI,4994.01,FAILED,Insufficient funds,70.57,0,,NOT_APPLICABLE
900,2026-03-28,MediPlus,Stripe,Wallet,2685.69,SUCCESS,,35.11,2650.58,2026-03-30,RECONCILED
901,2026-01-04,StyleKart,Stripe,UPI,13399.33,SUCCESS,,137.95,13261.38,2026-01-05,RECONCILED
902,2026-02-19,QuickMart,Razorpay,UPI,2740.08,SUCCESS,,32.72,2707.36,2026-02-19,RECONCILED
903,2026-01-03,QuickMart,PayU,Card,11400.47,SUCCESS,,72.39,11328.08,2026-01-05,RECONCILED
904,2026-01-30,QuickMart,Razorpay,NetBanking,14703.77,PENDING,Limit exceeded,182.22,0,,NOT_APPLICABLE
905,2026-01-01,MediPlus,Stripe,UPI,3021.69,FAILED,Limit exceeded,54.54,0,,NOT_APPLICABLE
906,2026-03-05,StyleKart,Cashfree,UPI,2640.11,SUCCESS,,36.49,2603.62,2026-03-07,RECONCILED
907,2026-03-14,MediPlus,PayU,Card,12846.64,FAILED,Insufficient funds,227.58,0,,NOT_APPLICABLE
908,2026-03-20,FoodHub,Stripe,UPI,3868.52,SUCCESS,,73.77,3794.75,2026-03-22,RECONCILED
909,2026-02-11,TravelNow,PayU,UPI,6544.97,PENDING,Technical error,99.5,0,,NOT_APPLICABLE
910,2026-02-16,StyleKart,Cashfree,UPI,7807.13,SUCCESS,,71.58,7735.55,2026-02-17,RECONCILED
911,2026-01-01,QuickMart,Razorpay,Card,5938.7,SUCCESS,,116.82,5821.88,2026-01-02,RECONCILED
912,2026-01-26,StyleKart,Razorpay,UPI,2550.78,SUCCESS,,31.12,2519.66,2026-01-26,RECONCILED
913,2026-02-02,FoodHub,PayU,UPI,3782.59,SUCCESS,,65.53,3717.06,2026-02-04,RECONCILED
